,PlayerName,PlayerHeight,PlayerWeight,PotentialRating,BestPositions,BestOverallRating,PlayerValue,Wage,Nationality,Crossing,FinishingAccuracy,HeadingAccuracy,ShortPassing,Volleys,DefensiveAwareness,StandingTackle,SlidingTackle,Diving,Handling,Kicking,GkPositioning,Reflexes,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,JumpingPower,Stamina,Strength,LongShots,PreferredFoot,WeakFoot,SkillMoves,InternationalReputations,WorkRate,BodyType,Dribbling,Curve,FreekickAccuracy,LongPassing,BallControl,Age
1207,Tobias Strobl,188,87,76,CDM,76,6500000,25000,Germany,51,30,69,76,35,81,77,75,11,8,8,16,12,83,80,55,66,47,73,51,55,48,77,44,79,74,73,78,62,Right,3,2,2,Medium/ Medium,Normal (185+),59,44,45,77,58,32
1208,Vadis Odjidja-Ofoe,183,79,76,CM,76,6000000,23000,Belgium,75,68,68,80,78,64,73,68,10,16,11,13,9,73,71,69,78,71,84,62,63,60,68,65,81,59,81,80,76,Right,4,3,2,High/ Medium,Stocky (170-185),76,66,70,78,80,33
1209,Joel Ward,188,83,76,RB,76,6500000,44000,England,74,46,74,71,33,78,77,78,8,7,7,10,11,74,79,64,66,40,72,59,62,62,77,60,64,65,69,71,59,Right,3,3,1,Medium/ High,Lean (185+),64,43,34,69,69,33
1210,Zack Steffen,191,86,82,GK,76,9500000,64000,United States,14,9,13,51,8,13,12,12,77,72,73,71,83,31,19,9,57,37,56,54,52,58,72,49,55,71,39,69,12,Right,3,1,1,Medium/ Medium,Normal (185+),15,13,11,52,31,27
1211,Anselmo de Moraes,185,82,76,CDM,76,5000000,23000,Brazil,55,65,62,74,54,74,78,72,9,11,8,12,8,76,71,68,69,62,69,69,66,63,73,67,72,65,85,83,65,Right,2,3,1,High/ Medium,Normal (185+),70,61,46,73,74,33
1212,鎌田 大地,180,72,80,CAM,78,11000000,23000,Japan,74,71,53,76,60,38,46,34,6,10,11,6,11,59,30,75,74,71,80,83,69,81,72,80,74,68,70,59,65,Right,4,3,1,High/ Medium,Lean (170-185),84,73,68,65,80,26
1213,Alan Kardec de Souza Pereira Junior,187,72,76,ST,76,6500000,14000,Brazil,68,78,82,67,67,26,29,24,7,16,12,10,9,53,33,78,59,72,67,74,75,70,75,63,78,84,81,81,74,Right,3,3,1,Medium/ Low,Normal (185+),70,56,69,58,73,33
1214,Borja Mayoral Moya,182,74,82,ST,78,12000000,20000,Spain,60,76,75,79,72,40,29,24,12,9,8,15,7,48,37,80,67,74,82,65,68,73,76,69,78,77,71,74,72,Right,4,3,1,Medium/ Medium,Normal (170-185),76,56,58,65,80,25
1215,Gustavo Leonardo Bou,178,80,76,ST,76,7500000,10000,Argentina,69,77,74,71,70,19,22,21,6,6,15,16,7,52,39,78,71,71,78,78,78,74,74,75,80,78,78,75,73,Right,4,4,1,Medium/ Low,Normal (170-185),77,66,71,61,77,32
1216,Javier Manquillo Gaitán,178,76,79,RB,76,9000000,34000,Spain,75,32,64,71,37,75,75,74,14,7,14,12,13,68,74,66,39,46,64,75,72,71,71,69,69,67,78,60,44,Right,3,3,1,High/ Medium,Lean (170-185),72,72,46,62,75,28
1217,Emmanuel Okyere Boateng,175,69,83,ST,78,15000000,17000,Ghana,57,77,77,66,73,36,35,33,15,13,13,14,12,69,37,73,60,64,69,92,91,90,72,80,78,93,82,75,66,Right,4,4,1,Medium/ Medium,Lean (170-185),76,59,41,46,69,26
1218,Nils Petersen,188,80,76,ST,76,6500000,27000,Germany,58,81,82,64,83,46,42,21,11,7,15,13,7,60,39,82,61,77,81,53,55,62,82,57,79,65,80,76,71,Right,4,3,2,Medium/ High,Normal (185+),62,57,45,49,69,34
1219,Wahbi Khazri,182,76,76,CAM,77,7500000,34000,Tunisia,80,77,54,76,69,31,46,30,6,7,11,11,6,75,53,78,77,75,80,68,74,76,76,74,85,36,68,67,81,Right,4,4,1,High/ High,Stocky (170-185),79,79,78,67,80,31
1220,Arijan Ademi,185,79,76,CDM,76,6500000,900,North Macedonia,42,68,71,76,40,76,76,68,11,10,12,15,14,80,74,74,70,46,75,53,72,47,76,63,69,63,87,83,58,Right,3,3,1,High/ High,Normal (185+),72,49,48,73,69,31
1221,Marko Livaja,182,84,77,ST,77,9000000,1000,Croatia,51,76,73,74,70,39,22,16,15,9,12,15,12,88,25,75,72,62,74,72,76,62,75,61,80,78,67,78,62,Right,5,3,1,Medium/ Low,Normal (170-185),78,62,64,39,79,29
1222,Konstantinos Tsimikas,179,68,81,LWB,77,10500000,55000,Greece,77,50,54,70,40,70,73,71,8,12,8,13,10,77,69,70,65,55,67,89,86,79,72,74,70,75,85,72,65,Left,3,3,1,High/ High,Normal (170-185),72,74,69,67,72,26
1223,David López Silva,183,81,76,CB,77,6500000,9000,Spain,55,53,75,78,56,75,79,75,9,12,7,11,15,78,80,59,69,50,69,54,54,47,72,52,77,73,63,80,60,Right,3,2,1,Medium/ High,Normal (170-185),64,48,46,70,75,33
1224,Ryan Fredericks,181,74,76,RB,76,7000000,34000,England,73,47,56,72,51,72,71,72,16,7,8,15,9,73,69,65,60,61,63,93,91,76,72,76,58,62,76,65,46,Right,3,3,1,High/ Medium,Normal (170-185),74,64,42,60,71,30
1225,Marin Pongračić,190,95,85,CB,78,15500000,31000,Croatia,27,21,76,65,25,72,78,79,6,6,14,8,5,77,73,28,59,30,65,59,80,63,71,50,40,77,67,90,22,Right,3,2,1,Medium/ Medium,Normal (185+),63,31,25,63,66,25
1226,Matt Targett,183,70,81,LWB,77,10500000,40000,England,81,40,60,73,40,73,74,71,10,15,8,11,14,63,77,62,62,51,65,70,74,69,74,63,65,61,78,65,38,Left,2,3,1,High/ Medium,Normal (170-185),69,77,62,62,74,27
1227,Garry Mendes Rodrigues,173,70,76,LM,76,7500000,38000,Cape Verde,72,71,56,72,72,42,40,44,15,7,15,10,6,70,44,73,70,61,66,82,84,84,74,90,76,66,90,60,70,Right,3,3,2,Medium/ Medium,Lean (170-185),77,74,61,68,73,32
1228,David Brooks,183,62,83,CAM,78,15000000,13000,Wales,75,71,61,78,61,47,49,44,8,14,9,13,7,64,43,75,76,65,78,73,73,78,72,77,70,64,69,62,72,Left,4,4,1,Medium/ Medium,Lean (170-185),80,73,65,65,78,25
1229,Berat Djimsiti,190,83,78,CB,78,8000000,42000,Albania,53,36,77,68,32,80,79,78,10,6,13,10,10,80,80,55,56,38,70,45,35,44,79,51,52,37,71,83,30,Right,3,2,1,Medium/ Medium,Normal (185+),34,42,30,68,68,29
1230,Justin Bijlow,188,76,84,GK,76,14500000,9000,Netherlands,10,10,11,33,10,14,12,14,78,72,75,73,77,22,10,10,58,16,54,52,48,56,75,32,56,67,30,70,10,Right,2,1,1,Medium/ Medium,Normal (185+),11,10,10,44,21,24
1231,Tyler Adams,175,72,85,CDM,77,16000000,29000,United States,52,48,65,77,33,74,76,69,6,13,12,8,7,76,74,65,71,51,75,78,74,79,77,85,51,83,86,68,46,Right,3,3,1,High/ High,Normal (170-185),70,52,42,72,71,23
1232,Amir Rrahmani,192,83,80,CB,78,9000000,47000,Kosovo,49,43,75,62,39,78,82,80,12,8,13,8,7,78,70,49,48,34,65,54,69,49,65,47,60,72,73,85,66,Right,4,2,1,High/ Medium,Normal (185+),59,49,21,60,64,28
1233,José Luis Sanmartín Mato,192,80,76,ST,76,7500000,26000,Spain,58,80,81,74,74,23,27,20,11,11,8,15,7,63,25,79,68,74,66,58,54,61,77,40,78,76,65,76,71,Right,3,3,1,Medium/ Medium,Lean (185+),72,73,62,58,76,32
1234,Ismaël Traoré,184,87,76,CB,76,3600000,21000,Ivory Coast,43,32,79,68,19,75,76,74,6,10,16,6,15,79,74,35,52,49,70,44,42,62,70,58,45,76,78,92,51,Right,2,2,2,Medium/ Medium,Stocky (170-185),35,48,58,65,62,36
1235,John Lundstram,181,74,78,CM,78,9000000,34000,England,52,72,63,77,48,70,72,72,14,6,6,9,8,78,76,77,76,46,72,65,64,68,78,58,73,58,84,66,67,Right,5,3,1,Medium/ High,Normal (170-185),69,71,54,76,75,28
1236,Stuart Armstrong,183,75,76,RM,76,7500000,51000,Scotland,72,76,66,76,62,63,67,62,14,8,13,11,13,69,69,74,74,64,70,74,73,77,74,65,78,70,84,68,82,Right,4,3,1,High/ High,Normal (170-185),76,75,74,74,74,30
1237,Gonzalo Castro Irizábal,178,70,76,LM,76,3100000,1000,Uruguay,79,71,55,78,82,35,42,37,9,16,15,10,14,53,40,71,75,64,81,68,70,75,75,86,75,67,54,68,69,Left,3,4,2,High/ Low,Stocky (170-185),80,72,69,75,80,38
1238,Alan Zamorado,182,78,76,CAM,77,0,0,Ecuador,80,68,41,80,81,40,26,15,6,11,8,6,10,38,55,76,80,86,70,59,55,72,76,72,86,77,74,58,89,Left,3,3,2,Medium/ Low,Lean (170-185),74,86,91,79,85,42
1239,Silas Enaldo Barros de Almeida,177,76,76,LB,76,7000000,14000,Brazil,77,48,66,75,55,73,73,77,15,14,15,9,11,67,75,60,63,72,68,71,84,80,73,70,68,69,72,69,56,Left,3,3,1,Medium/ Medium,Normal (170-185),66,61,43,72,67,30
1240,Pascal Groß,181,78,76,CM,76,7500000,53000,Germany,82,72,53,80,65,56,60,59,8,15,15,16,11,64,58,75,80,65,79,55,50,66,77,73,76,71,81,68,77,Right,4,4,2,Medium/ Medium,Lean (170-185),76,83,77,79,77,31
1241,Jhon Monsario,186,83,76,CB,76,0,0,Ecuador,42,54,79,63,13,67,78,76,11,15,10,14,6,86,85,28,28,55,59,28,39,26,72,32,63,71,60,93,30,Right,3,2,1,Low/ High,Lean (185+),33,38,32,57,48,38
1242,John Brooks,193,78,78,CB,78,8000000,37000,United States,36,39,82,72,32,75,78,75,8,7,10,9,10,75,76,40,57,45,81,63,79,56,73,51,50,72,61,83,29,Left,3,2,2,Medium/ High,Normal (185+),65,30,28,74,64,29
1243,Nuno Miguel Gomes dos Santos,176,73,79,LM,78,10000000,14000,Portugal,77,69,57,70,70,34,22,26,14,7,8,9,15,67,41,74,73,71,67,82,75,78,78,72,83,56,73,63,76,Left,3,4,1,High/ Medium,Normal (170-185),80,77,72,70,78,27
1244,Patson Daka,183,71,85,ST,78,17000000,22000,Zambia,51,81,66,66,73,18,24,16,8,6,9,5,11,63,17,76,53,75,63,94,93,87,76,71,76,88,80,66,71,Right,3,3,1,Medium/ Medium,Lean (170-185),74,65,35,61,76,24
1245,Zinedine Ferhat,183,77,76,RM,76,8000000,23000,Algeria,81,61,35,74,53,28,30,27,13,10,14,15,8,37,21,69,76,61,68,79,78,73,72,67,69,47,72,71,57,Right,4,4,1,High/ Low,Normal (170-185),78,69,68,70,75,29
1246,Santiago Lionel Ascacíbar,168,70,82,CDM,77,11000000,31000,Argentina,51,36,47,70,47,80,80,78,6,10,5,14,9,90,83,31,60,48,65,74,52,80,74,88,53,83,89,61,64,Right,3,2,1,Medium/ High,Normal (170-),65,47,41,67,66,25
1247,Fikayo Tomori,185,78,85,CB,78,15500000,55000,England,56,33,74,75,32,75,79,74,10,13,10,11,7,75,76,33,36,27,76,76,83,73,73,61,42,74,67,78,45,Right,4,2,1,Medium/ Medium,Lean (185+),65,38,40,60,65,25
1248,Frederik Rønnow,190,80,78,GK,76,7000000,20000,Denmark,14,9,12,25,7,15,11,13,77,72,67,76,78,17,12,14,48,17,31,48,45,34,76,40,50,63,32,67,13,Right,2,1,1,Medium/ Medium,Lean (185+),13,16,7,30,12,30
1249,Andriy Pyatov,190,92,76,GK,76,825000,500,Ukraine,13,9,10,29,12,12,9,10,75,69,78,80,78,35,23,14,63,15,52,44,44,56,74,32,59,73,37,78,12,Right,3,1,2,Medium/ Medium,Normal (185+),11,14,16,24,12,38
1250,Federico Di Francesco,171,75,76,LW,76,8000000,36000,Italy,77,60,40,77,72,48,38,36,11,10,6,10,5,42,34,74,68,69,74,76,81,79,72,77,74,44,72,62,70,Right,4,4,1,Medium/ Medium,Lean (170-185),83,78,69,67,82,28
1251,Wilson Bruno Naval da Costa Eduardo,179,74,76,RM,76,7500000,1000,Angola,75,76,66,73,84,25,33,23,13,12,11,9,11,59,24,77,73,76,80,76,80,73,75,68,83,68,70,69,80,Right,3,4,1,High/ Medium,Normal (170-185),78,81,71,66,77,32
1252,Gabriel Jairo Aníbal Rangel,182,77,76,CDM,76,6500000,14000,Brazil,62,57,72,76,44,80,70,74,12,9,16,18,12,82,72,65,56,66,73,67,67,65,81,61,72,78,89,71,67,Right,3,2,1,Medium/ High,Normal (170-185),59,57,54,71,72,30
1253,Jeroen Zoet,189,88,76,GK,76,5000000,17000,Netherlands,17,12,19,37,19,25,18,16,76,74,76,76,78,18,21,11,57,27,61,55,45,54,71,42,57,57,40,67,17,Right,4,1,2,Medium/ Medium,Normal (185+),15,13,20,37,34,31
1254,Diego López Rodríguez,196,89,76,GK,76,825000,5000,Spain,11,12,10,28,14,16,13,14,71,76,72,78,73,36,16,11,53,21,62,34,52,48,75,47,54,68,42,66,11,Right,3,1,3,Medium/ Medium,Lean (185+),11,10,11,23,23,41
1255,Carlos Neva Tey,174,64,81,LB,76,10500000,20000,Spain,76,45,65,70,37,74,77,75,8,11,9,6,12,69,74,67,51,48,66,78,78,75,74,69,64,58,72,61,49,Left,2,2,1,High/ Medium,Lean (170-185),70,54,35,45,69,26
1256,Yassine Bounou,192,78,77,GK,76,6000000,20000,Morocco,15,14,14,39,13,20,18,15,75,76,74,75,76,25,12,10,60,24,57,37,34,38,76,29,56,48,43,69,19,Left,2,1,1,Medium/ Medium,Lean (185+),20,12,19,44,12,31
1257,David García Zubiría,185,72,80,CB,78,9000000,27000,Spain,61,35,79,74,37,73,77,78,11,16,7,7,8,77,75,51,52,44,67,55,57,44,72,61,47,78,73,76,25,Right,3,2,1,Medium/ Medium,Lean (185+),60,33,38,72,75,28
1258,Henry Chukwuemeka Onyekuru,175,70,80,CAM,77,11000000,38000,Nigeria,67,74,57,70,69,37,38,25,12,9,9,6,11,53,18,74,67,65,70,91,90,90,69,82,71,91,75,44,73,Right,4,4,2,High/ Low,Normal (170-185),83,70,45,63,77,25
1259,Diego Castro Giménez,174,71,76,LW,76,2400000,8000,Spain,78,72,55,71,71,44,42,40,8,6,16,8,13,65,45,79,78,85,81,61,60,80,80,83,73,71,46,59,73,Right,4,4,2,High/ Low,Normal (170-185),82,81,72,65,80,40
1260,Matheus Fellipe Costa Pereira,175,74,81,CAM,78,11500000,61000,Brazil,73,73,43,77,69,43,37,29,15,12,15,15,9,61,39,73,76,71,70,79,79,85,71,88,74,66,71,60,73,Left,3,4,1,High/ Medium,Lean (170-185),79,78,75,64,78,26
1261,Pierre Kunde Malong,180,79,81,CDM,77,10500000,21000,Cameroon,69,63,54,76,52,72,71,73,11,13,5,8,9,84,74,66,68,57,67,76,86,66,74,76,85,76,77,85,74,Right,4,3,1,Medium/ Medium,Stocky (170-185),76,62,40,74,74,27
1262,Maximilian Mittelstädt,180,71,82,LWB,77,11000000,31000,Germany,78,62,69,74,41,69,75,67,13,10,7,13,13,64,79,65,60,37,62,79,78,77,75,78,70,84,73,59,70,Left,3,3,1,High/ Medium,Lean (170-185),76,72,35,70,77,25
1263,Simão Alvin Acunha Bardini,178,71,76,CAM,76,6000000,33000,Brazil,74,66,60,79,67,30,32,22,7,12,11,12,12,48,45,67,80,67,71,80,74,79,78,72,71,69,72,61,72,Right,2,4,1,High/ Low,Lean (170-185),76,87,61,73,78,34
1264,Andrés Daniel Píriz,178,71,76,CAM,76,0,0,Uruguay,74,66,60,79,67,25,32,22,7,12,11,12,12,48,45,67,80,67,71,83,77,81,78,74,71,64,73,64,72,Right,2,4,1,High/ Low,Lean (170-185),76,87,61,73,78,34
1265,David Jason Remeseiro Salgueiro,178,65,77,RM,76,9000000,30000,Spain,72,74,62,75,70,43,50,40,9,9,11,11,14,60,54,77,72,68,69,78,78,75,76,73,77,72,68,67,71,Right,4,3,1,High/ Medium,Normal (170-185),79,70,69,65,78,28
1266,Lúcio Anselmo Corteijo Salazar,175,71,76,RB,76,5000000,15000,Brazil,78,37,71,68,39,76,77,76,16,8,11,10,9,72,68,66,61,38,59,74,79,71,69,67,56,73,78,71,51,Right,3,2,1,Medium/ Medium,Normal (170-185),62,58,37,64,65,34
1267,Jay Rodriguez,185,84,76,ST,76,7500000,53000,England,68,77,79,69,76,48,30,21,12,12,16,14,9,45,44,78,73,78,77,67,75,69,76,64,78,80,76,74,76,Right,4,3,2,High/ Medium,Lean (185+),72,69,39,66,74,33
1268,Erik Sviatchenko,184,82,77,CB,77,7000000,26000,Denmark,44,41,77,71,38,77,76,72,14,15,7,11,16,76,74,65,64,38,73,48,70,68,70,69,67,87,74,85,59,Right,3,2,1,Medium/ Medium,Stocky (170-185),51,45,39,67,67,31
1269,Guido Hernán Pizarro Demestri,185,74,76,CDM,76,6500000,39000,Argentina,62,59,76,79,62,70,78,74,7,12,16,15,7,86,71,67,70,60,80,58,47,63,71,52,69,78,88,71,65,Right,3,3,1,Medium/ High,Lean (185+),71,69,59,71,70,32
1270,Robin Quaison,183,77,77,ST,77,9000000,29000,Sweden,67,79,54,72,76,39,39,55,9,8,13,9,13,54,49,81,63,65,76,77,74,75,79,75,77,55,78,72,76,Right,3,3,1,High/ Medium,Normal (170-185),80,73,56,67,80,29
1271,Loïc Rémy,185,82,76,ST,76,4800000,17000,France,60,78,76,69,71,35,24,21,9,10,15,14,12,59,48,80,71,76,78,73,70,70,77,63,81,84,60,72,73,Right,3,4,2,Medium/ Medium,Lean (185+),74,66,51,60,74,35
1272,Matteo Darmian,182,70,76,RB,76,6500000,28000,Italy,69,55,68,74,59,78,80,77,6,7,7,12,7,74,77,63,59,45,78,68,67,77,74,75,69,67,75,62,56,Right,5,3,2,Medium/ High,Lean (170-185),72,69,35,66,74,33
1273,Rodolfo Gilbert Pizarro Thomas,175,71,79,RM,79,10000000,9000,Mexico,72,70,58,78,73,69,63,61,15,15,9,9,7,55,66,72,77,67,72,78,83,82,73,73,72,71,88,71,68,Right,4,3,2,High/ Medium,Normal (170-185),79,72,54,72,78,28
1274,Gonzalo Nicolás Martínez,172,75,77,LM,78,8500000,36000,Argentina,74,67,32,68,74,47,28,30,6,9,13,12,15,48,26,75,72,80,76,90,86,90,78,85,80,53,78,61,80,Left,2,4,1,High/ Low,Lean (170-185),83,78,73,68,80,29
1275,Florentino Ibrain Morris Luís,184,73,86,CDM,77,15500000,9000,Portugal,41,35,67,74,36,75,78,77,6,14,14,10,14,79,77,61,66,38,76,62,67,72,74,66,65,59,76,71,43,Right,2,3,1,Medium/ High,Lean (170-185),64,44,32,72,72,23
1276,Adilson Patrick Edrada Pereira,176,72,76,CAM,76,7500000,27000,Brazil,63,73,56,76,68,16,32,44,12,16,12,11,13,43,38,76,77,76,67,74,80,79,66,75,61,73,52,60,73,Right,3,3,1,Medium/ Low,Lean (170-185),87,61,66,58,75,30
1277,Carlos Clerc Martínez,182,69,76,LB,76,7000000,22000,Spain,74,56,62,72,48,69,71,72,7,14,11,10,14,62,71,67,64,44,73,84,90,78,68,75,64,73,89,73,59,Left,2,3,1,High/ Medium,Lean (170-185),76,72,46,64,74,30
1278,Bertrand Isidore Traoré,181,73,79,CAM,78,10000000,49000,Burkina Faso,69,72,66,74,72,47,40,37,11,7,7,13,12,60,54,72,68,69,69,81,82,88,69,59,73,81,68,65,66,Left,1,4,2,High/ Medium,Lean (170-185),82,79,73,67,86,27
1279,Yangel Clemente Herrera Ravelo,184,77,84,CM,78,17000000,80000,Venezuela,44,73,67,81,51,70,78,75,6,7,9,14,8,72,77,67,74,59,61,60,64,59,67,68,75,75,76,71,71,Right,3,3,1,High/ Medium,Lean (170-185),74,56,51,80,77,24
1280,Anssumane Fati,178,66,90,LW,77,17000000,24000,Spain,69,76,58,72,59,23,32,28,6,9,8,10,7,48,19,69,67,74,74,89,87,90,74,82,68,73,64,48,70,Right,4,4,1,High/ Medium,Lean (170-185),79,64,45,69,77,20
1281,Aurélio Gabriel Ulineia Buta,172,72,82,RWB,78,11000000,17000,Portugal,74,56,42,69,49,68,72,71,9,5,13,9,10,66,69,71,63,61,68,94,94,86,73,80,72,93,89,59,56,Right,4,4,1,High/ High,Normal (170-185),75,63,41,63,75,25
1282,José Diogo Dalot Teixeira,183,76,85,RB,76,16000000,57000,Portugal,78,52,69,75,44,69,72,68,10,6,10,6,8,80,75,70,68,43,75,78,79,73,75,72,78,84,74,74,64,Right,3,3,1,High/ Medium,Normal (170-185),78,76,44,60,75,23
1283,Sergey Petrov,175,71,76,RB,76,0,0,Russia,75,67,63,75,72,69,75,74,8,9,16,16,10,73,75,66,47,50,65,75,76,70,73,75,75,64,76,60,72,Right,3,3,1,High/ High,Normal (170-185),70,65,51,69,72,31
1284,Soualiho Meïté,187,80,79,CM,78,9500000,39000,France,69,48,60,79,55,73,76,71,13,7,7,13,11,77,70,71,73,55,74,67,62,66,76,61,71,71,79,80,73,Right,3,3,1,Medium/ Medium,Normal (185+),80,54,54,76,80,28
1285,Francesc Fàbregas i Soler,179,76,76,CM,76,4600000,44000,Spain,74,63,57,81,68,68,58,53,6,10,8,15,15,54,64,68,86,78,80,45,40,62,76,70,70,50,49,60,70,Right,3,3,4,Medium/ Low,Normal (170-),75,78,79,81,78,35
1286,Ryan Donk,192,80,76,CB,76,2400000,51000,Netherlands,60,60,78,76,42,74,78,68,12,12,11,7,16,74,76,65,77,50,71,58,62,60,68,39,81,81,91,89,67,Right,3,3,1,Medium/ High,Normal (185+),73,44,39,70,75,36
1287,Eugenio Esteban Mena Reveco,173,74,76,LB,76,5500000,17000,Chile,78,38,50,72,38,73,74,74,10,12,12,10,13,80,76,71,68,58,68,76,79,68,71,78,61,74,78,67,53,Left,3,3,2,High/ Medium,Normal (170-185),74,59,41,64,72,34
1288,Jorge Marco de Oliveira Moraes,184,70,80,LWB,77,10000000,34000,Brazil,78,42,53,75,61,70,78,75,8,11,5,12,12,64,72,73,58,55,68,76,75,77,73,64,75,54,75,60,69,Left,3,2,1,High/ Medium,Lean (170-185),79,73,39,68,76,26
1289,Merih Demiral,192,85,85,CB,78,15500000,48000,Turkey,31,32,76,64,42,77,79,78,15,7,13,6,11,81,78,26,38,41,69,73,71,64,70,59,60,69,67,82,38,Right,3,2,1,Medium/ High,Lean (185+),55,48,23,61,61,24
1290,Osvaldo Nicolás Fabián Gaitán,174,66,76,CAM,76,6000000,15000,Argentina,76,68,54,77,80,35,42,43,8,11,9,7,5,69,40,75,78,71,79,79,71,79,77,80,72,80,67,48,69,Left,2,4,3,Medium/ Medium,Lean (170-185),80,85,72,74,79,34
1291,Florian Müller,192,85,83,GK,76,13000000,16000,Germany,12,11,11,32,10,20,11,12,75,73,71,73,80,25,19,11,42,19,38,43,43,42,74,41,53,58,34,67,12,Left,3,1,1,Medium/ Medium,Normal (185+),18,13,12,28,24,25
1292,Daler Kuzyaev,182,74,77,CAM,77,0,0,Russia,67,64,51,82,57,71,77,76,15,16,13,7,8,70,74,71,70,63,64,78,81,80,73,76,76,60,77,59,74,Right,3,3,1,Medium/ High,Lean (170-185),78,60,61,75,79,29
1293,Gökhan Gönül,175,75,76,RB,76,2300000,37000,Turkey,75,58,60,74,57,71,77,70,8,13,10,13,10,78,74,76,72,67,78,76,77,77,77,78,70,79,75,65,65,Right,3,3,2,High/ Medium,Lean (170-185),78,65,48,72,72,37
1294,Rubens Omar Óscar Sambueza,174,72,76,CAM,76,2400000,16000,Argentina,76,70,57,79,61,33,48,46,8,6,8,9,16,86,60,73,80,73,82,65,66,75,72,68,73,67,68,66,75,Left,3,4,1,High/ Medium,Normal (170-185),77,81,77,74,80,38
1295,Joel Robles Blázquez,195,90,76,GK,76,5000000,17000,Spain,12,11,12,15,13,11,11,14,78,73,72,73,80,23,22,13,41,15,54,50,56,50,70,39,54,59,25,72,11,Right,2,1,1,Medium/ Medium,Normal (185+),18,11,20,26,25,32
1296,Ludovic Ajorque,197,92,79,ST,78,10000000,30000,France,47,80,83,68,64,17,19,17,8,13,14,14,7,62,28,79,65,74,74,61,64,57,72,32,79,69,76,89,68,Left,2,3,1,Medium/ Medium,Lean (185+),71,57,37,45,73,28
1297,Troy Deeney,183,90,76,ST,76,6000000,21000,England,56,77,82,74,77,38,30,25,10,11,16,12,15,85,31,78,74,82,78,54,55,60,77,67,86,83,69,91,75,Right,3,2,2,High/ Medium,Stocky (170-185),68,68,51,61,76,34
1298,Gaël Kakuta,173,72,76,CAM,76,7500000,8000,DR Congo,74,69,67,75,62,30,41,25,7,12,7,14,13,42,46,73,76,75,76,75,72,91,74,85,78,87,68,66,70,Left,3,4,2,High/ Medium,Lean (170-185),80,77,78,71,80,31
1299,Carlos Fernández Luna,186,72,83,ST,78,15000000,24000,Spain,47,81,76,73,70,21,21,22,12,13,8,9,12,72,22,74,73,73,67,66,72,71,74,54,79,73,65,73,75,Left,3,3,1,Medium/ Medium,Lean (185+),78,40,34,66,80,26
1300,Andrea Poli,182,77,76,CDM,76,6500000,28000,Italy,68,56,65,80,69,76,72,72,5,5,5,5,5,73,74,74,77,68,74,67,68,72,76,75,72,65,72,62,72,Right,3,3,2,High/ Medium,Normal (170-185),78,72,68,74,80,33
1301,Rasmus Falk Jensen,177,65,76,RM,77,7500000,22000,Denmark,66,62,58,78,60,65,65,56,10,9,16,12,10,72,65,73,73,55,77,84,85,89,78,90,66,83,90,67,61,Right,4,4,1,High/ Medium,Lean (170-185),80,64,51,75,80,30
1302,Robert Kenedy Nunes do Nascimento,182,77,79,LM,77,10000000,61000,Brazil,78,66,66,72,55,59,57,52,11,15,11,15,12,51,60,74,73,67,75,76,76,78,72,69,75,68,67,67,67,Left,2,4,1,High/ High,Lean (170-185),82,77,54,65,79,26
1303,Alan Dzagoev,179,75,76,CM,76,7000000,40000,Russia,72,70,63,74,72,69,71,70,11,16,12,14,10,69,71,74,81,65,75,74,71,73,75,72,76,73,71,66,71,Right,3,4,3,High/ Medium,Normal (170-185),75,67,75,72,79,32
1304,Atiba Hutchinson,187,83,76,CDM,76,1500000,37000,Canada,69,61,75,82,63,76,77,68,8,12,9,6,16,69,75,69,65,75,82,65,64,59,76,61,73,62,81,80,59,Right,4,2,2,High/ High,Lean (185+),73,67,64,74,72,39
1305,Mauro Matías Zárate,175,77,76,CF,78,4800000,19000,Argentina,66,78,55,75,75,55,30,30,7,16,16,6,12,66,38,78,68,72,73,76,77,86,76,72,81,70,70,66,81,Right,4,4,2,High/ Low,Normal (170-185),83,81,82,62,82,35
1306,Ciaran Clark,185,88,76,CB,76,6000000,34000,Republic of Ireland,39,44,81,61,55,77,79,78,14,7,12,14,12,82,76,49,51,55,68,50,52,54,71,50,71,74,62,76,54,Left,2,2,2,Medium/ Medium,Normal (170-185),50,50,36,60,59,33
1307,Jean-Paul Boëtius,178,73,77,RM,78,9000000,27000,Netherlands,72,70,57,75,72,43,43,38,15,12,9,11,9,47,39,75,76,61,72,84,79,87,74,75,71,68,83,60,70,Right,4,4,1,Medium/ High,Normal (170-185),81,80,60,65,80,28
1308,Marc Albrighton,175,74,76,RM,76,7000000,66000,England,83,67,45,72,72,69,59,46,15,9,8,15,14,73,56,72,76,60,70,69,68,74,74,78,73,61,78,60,67,Right,3,3,2,High/ High,Lean (170-185),77,80,73,74,77,33
1309,Fernando Marçal de Oliveira,178,72,76,LB,76,5500000,60000,Brazil,71,52,62,75,44,75,76,77,6,11,14,13,11,85,77,60,65,49,72,75,75,69,73,72,73,74,71,71,54,Left,3,3,2,Medium/ High,Normal (170-185),70,65,55,73,74,33
